0.00000000 0.19000000 0.36000000 0.51000000 0.64000000 0.75000000 0.84000000 0.91000000 0.96000000 0.99000000 1.00000000 0.99000000 0.96000000 0.91000000 0.84000000 0.75000000 0.64000000 0.51000000 0.36000000 0.19000000 0.00000000
0.30901699 0.39518182 0.49231851 0.58955774 0.67986678 0.75883256 0.82415674 0.87507282 0.91157025 0.93367436 0.94112668 0.93367436 0.91157025 0.87507282 0.82415674 0.75883256 0.67986678 0.58955774 0.49231851 0.39518182 0.30901699
0.58778525 0.58761594 0.61996000 0.66831568 0.72131152 0.77167153 0.81531364 0.85034369 0.87599539 0.89178335 0.89715800 0.89178335 0.87599539 0.85034369 0.81531364 0.77167153 0.72131152 0.66831568 0.61996000 0.58761594 0.58778525
0.80901699 0.74296224 0.72418194 0.73295548 0.75545117 0.78262601 0.80906347 0.83178510 0.84916617 0.86015187 0.86393860 0.86015187 0.84916617 0.83178510 0.80906347 0.78262601 0.75545117 0.73295548 0.72418194 0.74296224 0.80901699
0.95105652 0.84330407 0.79137206 0.77388791 0.77582489 0.78724425 0.80195465 0.81626465 0.82796044 0.83561554 0.83829268 0.83561554 0.82796044 0.81626465 0.80195465 0.78724425 0.77582489 0.77388791 0.79137206 0.84330407 0.95105652
1.00000000 0.87806018 0.81417339 0.78631243 0.77930830 0.78327636 0.79203841 0.80182000 0.81029653 0.81599138 0.81800103 0.81599138 0.81029653 0.80182000 0.79203841 0.78327636 0.77930830 0.78631243 0.81417339 0.87806018 1.00000000
0.95105652 0.84512807 0.79234653 0.77080646 0.76652446 0.77097893 0.77907190 0.78774469 0.79511923 0.80001413 0.80172867 0.80001413 0.79511923 0.78774469 0.77907190 0.77097893 0.76652446 0.77080646 0.79234653 0.84512807 0.95105652
0.80901699 0.75164114 0.73325905 0.73346796 0.74179632 0.75301226 0.76440747 0.77446878 0.78226775 0.78719757 0.78888539 0.78719757 0.78226775 0.77446878 0.76440747 0.75301226 0.74179632 0.73346796 0.73325905 0.75164114 0.80901699
0.58778525 0.61493982 0.65237276 0.68570760 0.71264218 0.73393060 0.75057808 0.76323803 0.77221965 0.77761465 0.77941777 0.77761465 0.77221965 0.76323803 0.75057808 0.73393060 0.71264218 0.68570760 0.65237276 0.61493982 0.58778525
0.30901699 0.46642171 0.57446650 0.64357559 0.68863536 0.71919479 0.74058242 0.75561981 0.76573849 0.77162113 0.77355639 0.77162113 0.76573849 0.75561981 0.74058242 0.71919479 0.68863536 0.64357559 0.57446650 0.46642171 0.30901699
0.00000000 0.36704639 0.53534212 0.62538909 0.67906308 0.71359250 0.73691733 0.75291196 0.76349091 0.76957467 0.77156553 0.76957467 0.76349091 0.75291196 0.73691733 0.71359250 0.67906308 0.62538909 0.53534212 0.36704639 0.00000000
0.30901699 0.46642171 0.57446650 0.64357559 0.68863536 0.71919479 0.74058242 0.75561981 0.76573849 0.77162113 0.77355639 0.77162113 0.76573849 0.75561981 0.74058242 0.71919479 0.68863536 0.64357559 0.57446650 0.46642171 0.30901699
0.58778525 0.61493982 0.65237276 0.68570760 0.71264218 0.73393060 0.75057808 0.76323803 0.77221965 0.77761465 0.77941777 0.77761465 0.77221965 0.76323803 0.75057808 0.73393060 0.71264218 0.68570760 0.65237276 0.61493982 0.58778525
0.80901699 0.75164114 0.73325905 0.73346796 0.74179632 0.75301226 0.76440747 0.77446878 0.78226775 0.78719757 0.78888539 0.78719757 0.78226775 0.77446878 0.76440747 0.75301226 0.74179632 0.73346796 0.73325905 0.75164114 0.80901699
0.95105652 0.84512807 0.79234653 0.77080646 0.76652446 0.77097893 0.77907190 0.78774469 0.79511923 0.80001413 0.80172867 0.80001413 0.79511923 0.78774469 0.77907190 0.77097893 0.76652446 0.77080646 0.79234653 0.84512807 0.95105652
1.00000000 0.87806018 0.81417339 0.78631243 0.77930830 0.78327636 0.79203841 0.80182000 0.81029653 0.81599138 0.81800103 0.81599138 0.81029653 0.80182000 0.79203841 0.78327636 0.77930830 0.78631243 0.81417339 0.87806018 1.00000000
0.95105652 0.84330407 0.79137206 0.77388791 0.77582489 0.78724425 0.80195465 0.81626465 0.82796044 0.83561554 0.83829268 0.83561554 0.82796044 0.81626465 0.80195465 0.78724425 0.77582489 0.77388791 0.79137206 0.84330407 0.95105652
0.80901699 0.74296224 0.72418194 0.73295548 0.75545117 0.78262601 0.80906347 0.83178510 0.84916617 0.86015187 0.86393860 0.86015187 0.84916617 0.83178510 0.80906347 0.78262601 0.75545117 0.73295548 0.72418194 0.74296224 0.80901699
0.58778525 0.58761594 0.61996000 0.66831568 0.72131152 0.77167153 0.81531364 0.85034369 0.87599539 0.89178335 0.89715800 0.89178335 0.87599539 0.85034369 0.81531364 0.77167153 0.72131152 0.66831568 0.61996000 0.58761594 0.58778525
0.30901699 0.39518182 0.49231851 0.58955774 0.67986678 0.75883256 0.82415674 0.87507282 0.91157025 0.93367436 0.94112668 0.93367436 0.91157025 0.87507282 0.82415674 0.75883256 0.67986678 0.58955774 0.49231851 0.39518182 0.30901699
0.00000000 0.19000000 0.36000000 0.51000000 0.64000000 0.75000000 0.84000000 0.91000000 0.96000000 0.99000000 1.00000000 0.99000000 0.96000000 0.91000000 0.84000000 0.75000000 0.64000000 0.51000000 0.36000000 0.19000000 0.00000000
