0.00000000 0.04818560 0.09518144 0.14098751 0.18560381 0.22903034 0.27126710 0.31231410 0.35217133 0.39083879 0.42831648 0.46460440 0.49970256 0.53361095 0.56632957 0.59785842 0.62819750 0.65734682 0.68530637 0.71207615 0.73765616 0.76204640 0.78524688 0.80725758 0.82807852 0.84770970 0.86615110 0.88340274 0.89946460 0.91433670 0.92801904 0.94051160 0.95181440 0.96192742 0.97085068 0.97858418 0.98512790 0.99048186 0.99464604 0.99762046 0.99940512 1.00000000 0.99940512 0.99762046 0.99464604 0.99048186 0.98512790 0.97858418 0.97085068 0.96192742 0.95181440 0.94051160 0.92801904 0.91433670 0.89946460 0.88340274 0.86615110 0.84770970 0.82807852 0.80725758 0.78524688 0.76204640 0.73765616 0.71207615 0.68530637 0.65734682 0.62819750 0.59785842 0.56632957 0.53361095 0.49970256 0.46460440 0.42831648 0.39083879 0.35217133 0.31231410 0.27126710 0.22903034 0.18560381 0.14098751 0.09518144 0.04818560 0.00000000
0.07654925 0.11678285 0.15683561 0.19643982 0.23545427 0.27378948 0.31138063 0.34817642 0.38413380 0.41921535 0.45338775 0.48662097 0.51888778 0.55016345 0.58042564 0.60965429 0.63783162 0.66494210 0.69097246 0.71591163 0.73975068 0.76248276 0.78410292 0.80460800 0.82399640 0.84226784 0.85942314 0.87546392 0.89039237 0.90421092 0.91692205 0.92852802 0.93903066 0.94843127 0.95673048 0.96392819 0.97002362 0.97501533 0.97890140 0.98167962 0.98334780 0.98390412 0.98334780 0.98167962 0.97890140 0.97501533 0.97002362 0.96392819 0.95673048 0.94843127 0.93903066 0.92852802 0.91692205 0.90421092 0.89039237 0.87546392 0.85942314 0.84226784 0.82399640 0.80460800 0.78410292 0.76248276 0.73975068 0.71591163 0.69097246 0.66494210 0.63783162 0.60965429 0.58042564 0.55016345 0.51888778 0.48662097 0.45338775 0.41921535 0.38413380 0.34817642 0.31138063 0.27378948 0.23545427 0.19643982 0.15683561 0.11678285 0.07654925
0.15264928 0.18555887 0.21893164 0.25246640 0.28595459 0.31924359 0.35221457 0.38477010 0.41682713 0.44831300 0.47916295 0.50931875 0.53872771 0.56734223 0.59511943 0.62202098 0.64801297 0.67306585 0.69715431 0.72025719 0.74235730 0.76344123 0.78349909 0.80252416 0.82051253 0.83746268 0.85337503 0.86825148 0.88209488 0.89490863 0.90669622 0.91746083 0.92720498 0.93593035 0.94363753 0.95032599 0.95599409 0.96063923 0.96425805 0.96684687 0.96840208 0.96892088 0.96840208 0.96684687 0.96425805 0.96063923 0.95599409 0.95032599 0.94363753 0.93593035 0.92720498 0.91746083 0.90669622 0.89490863 0.88209488 0.86825148 0.85337503 0.83746268 0.82051253 0.80252416 0.78349909 0.76344123 0.74235730 0.72025719 0.69715431 0.67306585 0.64801297 0.62202098 0.59511943 0.56734223 0.53872771 0.50931875 0.47916295 0.44831300 0.41682714 0.38477010 0.35221457 0.31924359 0.28595459 0.25246640 0.21893164 0.18555887 0.15264928
0.22785351 0.25386502 0.28085046 0.30851102 0.33660672 0.36494362 0.39336125 0.42172332 0.44991145 0.47782103 0.50535853 0.53243975 0.55898868 0.58493674 0.61022236 0.63479058 0.65859290 0.68158704 0.70373675 0.72501158 0.74538665 0.76484223 0.78336341 0.80093962 0.81756407 0.83323321 0.84794608 0.86170373 0.87450857 0.88636376 0.89727266 0.90723833 0.91626311 0.92434832 0.93149402 0.93769896 0.94296060 0.94727531 0.95063865 0.95304589 0.95449255 0.95497523 0.95449255 0.95304589 0.95063865 0.94727531 0.94296060 0.93769896 0.93149402 0.92434832 0.91626311 0.90723833 0.89727266 0.88636376 0.87450857 0.86170373 0.84794608 0.83323321 0.81756407 0.80093962 0.78336341 0.76484223 0.74538665 0.72501158 0.70373675 0.68158704 0.65859290 0.63479058 0.61022236 0.58493674 0.55898868 0.53243975 0.50535853 0.47782103 0.44991145 0.42172332 0.39336125 0.36494362 0.33660672 0.30851102 0.28085046 0.25386502 0.22785351
0.30172060 0.32118177 0.34206560 0.36407367 0.38694697 0.41046278 0.43442851 0.45867584 0.48305599 0.50743617 0.53169706 0.55573107 0.57944104 0.60273944 0.62554777 0.64779606 0.66942260 0.69037354 0.71060266 0.73007093 0.74874620 0.76660266 0.78362036 0.79978458 0.81508521 0.82951602 0.84307393 0.85575829 0.86757012 0.87851146 0.88858465 0.89779186 0.90613454 0.91361312 0.92022674 0.92597322 0.93084905 0.93484966 0.93796974 0.94020380 0.94154678 0.94199494 0.94154678 0.94020380 0.93796974 0.93484966 0.93084905 0.92597322 0.92022674 0.91361312 0.90613454 0.89779186 0.88858465 0.87851146 0.86757012 0.85575829 0.84307393 0.82951602 0.81508521 0.79978458 0.78362036 0.76660266 0.74874620 0.73007093 0.71060266 0.69037354 0.66942260 0.64779606 0.62554777 0.60273944 0.57944104 0.55573107 0.53169706 0.50743617 0.48305599 0.45867584 0.43442851 0.41046278 0.38694697 0.36407367 0.34206560 0.32118177 0.30172060
0.37381707 0.38704648 0.40210912 0.41870039 0.43654542 0.45539899 0.47504279 0.49528196 0.51594178 0.53686495 0.55790942 0.57894677 0.59986099 0.62054754 0.64091272 0.66087307 0.68035493 0.69929400 0.71763487 0.73533059 0.75234214 0.76863781 0.78419259 0.79898744 0.81300857 0.82624656 0.83869564 0.85035279 0.86121697 0.87128838 0.88056773 0.88905566 0.89675224 0.90365659 0.90976667 0.91507916 0.91958956 0.92329241 0.92618166 0.92825122 0.92949565 0.92991097 0.92949565 0.92825122 0.92618166 0.92329241 0.91958956 0.91507916 0.90976667 0.90365659 0.89675224 0.88905566 0.88056773 0.87128838 0.86121697 0.85035279 0.83869564 0.82624656 0.81300857 0.79898744 0.78419259 0.76863781 0.75234214 0.73533059 0.71763487 0.69929400 0.68035493 0.66087307 0.64091272 0.62054754 0.59986099 0.57894677 0.55790942 0.53686495 0.51594178 0.49528196 0.47504279 0.45539899 0.43654542 0.41870039 0.40210912 0.38704648 0.37381707
0.44371984 0.45102888 0.46055191 0.47197319 0.48500231 0.49937471 0.51485051 0.53121246 0.54826370 0.56582574 0.58373668 0.60184979 0.62003233 0.63816471 0.65613964 0.67386159 0.69124614 0.70821947 0.72471782 0.74068684 0.75608101 0.77086290 0.78500247 0.79847625 0.81126647 0.82336022 0.83474856 0.84542564 0.85538785 0.86463304 0.87315981 0.88096684 0.88805246 0.89441420 0.90004860 0.90495114 0.90911624 0.91253759 0.91520847 0.91712233 0.91827343 0.91865766 0.91827343 0.91712233 0.91520847 0.91253759 0.90911624 0.90495114 0.90004860 0.89441420 0.88805246 0.88096684 0.87315981 0.86463304 0.85538785 0.84542564 0.83474856 0.82336022 0.81126647 0.79847625 0.78500247 0.77086290 0.75608101 0.74068684 0.72471782 0.70821947 0.69124614 0.67386159 0.65613964 0.63816471 0.62003233 0.60184979 0.58373668 0.56582574 0.54826370 0.53121246 0.51485051 0.49937471 0.48500231 0.47197319 0.46055191 0.45102888 0.44371984
0.51101868 0.51272234 0.51699375 0.52350318 0.53194455 0.54203582 0.55351836 0.56615571 0.57973199 0.59405042 0.60893185 0.62421356 0.63974816 0.65540272 0.67105795 0.68660752 0.70195737 0.71702506 0.73173914 0.74603840 0.75987117 0.77319452 0.78597343 0.79817991 0.80979209 0.82079331 0.83117118 0.84091667 0.85002326 0.85848611 0.86630134 0.87346544 0.87997470 0.88582490 0.89101103 0.89552726 0.89936694 0.90252293 0.90498791 0.90675489 0.90781792 0.90817279 0.90781792 0.90675489 0.90498791 0.90252293 0.89936694 0.89552726 0.89101103 0.88582490 0.87997470 0.87346544 0.86630134 0.85848611 0.85002326 0.84091667 0.83117118 0.82079331 0.80979209 0.79817991 0.78597343 0.77319452 0.75987117 0.74603840 0.73173914 0.71702506 0.70195737 0.68660752 0.67105795 0.65540272 0.63974816 0.62421356 0.60893185 0.59405042 0.57973199 0.56615571 0.55351836 0.54203582 0.53194455 0.52350318 0.51699375 0.51272234 0.51101868
0.57531866 0.57174101 0.57105862 0.57292658 0.57702332 0.58305068 0.59073345 0.59981846 0.61007341 0.62128573 0.63326133 0.64582360 0.65881235 0.67208296 0.68550554 0.69896416 0.71235614 0.72559125 0.73859098 0.75128777 0.76362415 0.77555188 0.78703109 0.79802928 0.80852042 0.81848396 0.82790387 0.83676776 0.84506596 0.85279073 0.85993556 0.86649449 0.87246170 0.87783107 0.88259599 0.88674926 0.89028321 0.89318985 0.89546128 0.89709018 0.89807041 0.89839768 0.89807041 0.89709018 0.89546128 0.89318985 0.89028321 0.88674926 0.88259599 0.87783107 0.87246170 0.86649449 0.85993556 0.85279073 0.84506596 0.83676776 0.82790387 0.81848396 0.80852042 0.79802929 0.78703109 0.77555188 0.76362415 0.75128777 0.73859098 0.72559125 0.71235614 0.69896416 0.68550554 0.67208296 0.65881235 0.64582360 0.63326133 0.62128573 0.61007341 0.59981846 0.59073345 0.58305068 0.57702332 0.57292658 0.57105862 0.57174101 0.57531866
0.63624244 0.62771942 0.62239295 0.61990287 0.61991274 0.62210961 0.62620347 0.63192654 0.63903230 0.64729453 0.65650626 0.66647883 0.67704094 0.68803776 0.69933009 0.71079353 0.72231766 0.73380522 0.74517131 0.75634245 0.76725574 0.77785791 0.78810435 0.79795816 0.80738914 0.81637283 0.82488951 0.83292332 0.84046136 0.84749289 0.85400863 0.86000018 0.86545948 0.87037850 0.87474901 0.87856247 0.88181015 0.88448330 0.88657348 0.88807305 0.88897571 0.88927712 0.88897571 0.88807305 0.88657348 0.88448330 0.88181015 0.87856247 0.87474901 0.87037851 0.86545948 0.86000018 0.85400863 0.84749289 0.84046136 0.83292332 0.82488951 0.81637283 0.80738914 0.79795816 0.78810435 0.77785791 0.76725574 0.75634245 0.74517131 0.73380522 0.72231766 0.71079353 0.69933009 0.68803776 0.67704094 0.66647883 0.65650626 0.64729453 0.63903230 0.63192654 0.62620347 0.62210961 0.61991275 0.61990287 0.62239295 0.62771942 0.63624244
